4,BYTE OF THE APPLE,Apple lost one war to Microsoft by not licensing its Mac operating system. It may repeat the error with its iPod and music software.
4,Child porn fight gets \$5M,"Ontario police forces will get \$5 million to develop a co-ordinated strategy to fight Internet child pornography, Attorney General Michael Bryant said yesterday."
4,SpaceShipOne a flight away from claiming \$10 million X Prize,"MOJAVE, Calif. -- SpaceShipOne is one flight away from clinching the Ansari X Prize, a \$10 million award for the first privately developed manned rocket to reach space twice within 14 days."
4,Arrest over internet sex claims,Police in America have issued an arrest warrant for a North Yorkshire man who allegedly had sex with a teenager he met in an internet chat room.
4,Ultima Online: Samurai Empire is Golden,"October 13, 2004 - Electronic Arts announced that Ultima Online: Samurai Empire went gold today. The highly-anticipated expansion pack for Ultima Online is on schedule to release on November 2, 2004."
4,Frances ST to develop digital TV software in China,"FRENCH technology group STMicroelectronics (ST) had signed an agreement to create a joint venture in China to develop software for digital TV, the company announced Tuesday."
2,Els won #39;t bow to USPGA,World no. 2 Ernie Els is fuming after receiving demands from the American Tour that he must play more tournaments in the US. Els has received a letter from USPGA Commissioner Tim Finchem regarding his commitment 
2,Sub hits US hat-trick,"UNITED STATES, Mexico and Guatemala advanced to next year #39;s North American final round World Cup 2006 qualifying with shutout triumphs today, leaving seven nations to fight over three remaining spots."
2,Teenager joins the race for future NASCAR success,"Next October, Chase Austin will finally be old enough to drive to the grocery store by himself. By then, though, he #39;ll also have a full season of stock car racing under his belt."
2,No. 18 Louisville at No. 3 Miami,"TV - tvelwtvscwtvpcwtvnrw. Radio - WQAM (560 AM) WSUA-Spanish (1260 AM), WVUM (90.5 FM), WEFL (760 AM). Coaches: UM #39;s Larry Coker is 39-3 in his fourth season; Louisville #39;s Bobby Petrino is 13-4 in his second season."
1,Donors examine billions of dollars in aid for Iraq,"TOKYO: Donors to Iraq #39;s reconstruction are examining billions of dollars in aid pledges that have gone mostly unused amid an insurgency, as the interim government appealed for firmer world support."
1,Prince Sihamoni to be named new king of Cambodia,"Prince Norodom Sihamoni will be named king of Cambodia later on Thursday by the nine-member Throne Council, said the national assembly president in Phnom Penh."
3,Tata to invest \$2bn in Bangladesh,"Indian industrial group Tata agrees to invest \$2bn in Bangladesh, the biggest single deal agreed by a firm in the south Asian country."
4,Space Station Crew Blast Off from Kazakh Steppe,A Russian rocket carrying a US-Russian space crew on a two-day flight to the International Space Station blasted off from the Baikonur cosmodrome in Kazakhstan early Thursday.
4,Ontario Pledges New Actions Against Child Pornography And Child &lt;b&gt;...&lt;/b&gt;,"The Ontario government has announced new measures today to tackle child pornography online and Internet luring. Research shows 40 percent of Canadian youth report that someone they met on the Internet, requested personal information."
1,OFFICER PROBE AS GIRL SHOT DEAD IN GAZA,THE Israeli army has suspended a platoon commander accused by his soldiers of emptying an ammunition clip into a Palestinian girl of 13.
1,Election monitors weigh complaints in Afghanistan,"KABUL, AFGHANISTAN -- Foreign election experts on Wednesday studied complaints from candidates in Afghanistan #39;s first-ever presidential election, setting aside suspect ballot boxes and further delaying the vote count."
3,GUS says Argos outperforms,Retail group GUS says like-for-like sales at its key Argos chain outstripped the market in the first half as sales of consumer electronics and leisure goods shone.
3,Google gets Bangalored,Google isn #39;t conventional and so aren #39;t its co-founders. Meeting them is pure fun. Larry Page and Sergey Brin founded this search engine and have been applying some really unconventional approaches to constantly 
3,Topics during the presidential debate _ at a glance,Kerry said he would not appoint judges who would overturn the Supreme Court #39;s 1973 abortion rights decision of Roe v. Wade. Bush said he had no litmus test for judges and reiterated his support for the ban on so-called partial birth abortion.
3,"Martha Stewart Adds to Furniture Line, Including Turkey Hill","She may be in a West Virginia prison, but Westport #39;s Martha Stewart is growing her business by adding to her furniture line, including new items to a collection based on her Westport home."
3,Bank says it #39;s gaining customers since merger,"Thousands of new customers across the Northeast are flocking to Bank of America Corp., chief executive Kenneth D. Lewis said yesterday, despite a wave of bad "
3,Ottawa surplus swells to \$9.1 billion,"The federal government raked in billions more than it expected last year in personal and corporate income taxes, and slapped down all \$9."
2,Panthers #39; defense takes big hit before game with Eagles,PHILADELPHIA  The Carolina Panthers #39; hopes of relying on their defense to help their injury-plagued offense took a big hit Wednesday when coach Jon Fox announced that defensive tackle Kris 
3,State Street's lost shirt,"Investors losing their shirts in Hollywood is an old story. Stars get in their eyes and, before you know it, the money is gone."
3,Boston Scientific to skirt sanctions,"The Food and Drug Administration is unlikely to sanction Boston Scientific Corp. after reviewing its handling of safety recalls of its new cardiac stent system, an agency official said yesterday."
3,Rheumatoid arthritis drug market heats up,"The fight over the lucrative market for rheumatoid arthritis drugs is heating up. In the last five years, three similar drugs have been introduced that offer patients the promise of getting back on their feet. Now the manufacturers of all three are jockeying for market share so they can be the leader when Medicare's full prescription drug benefit takes effect ..."
3,Bank says it's gaining customers since merger,"Thousands of new customers across the Northeast are flocking to Bank of America Corp. , chief executive Kenneth D. Lewis said yesterday, despite a wave of bad publicity over layoffs and other business decisions."
3,Profiteering seen with flu vaccine,"Amid an unprecedented shortage of flu vaccine, pharmacists at several Massachusetts hospitals say that suppliers have offered to sell them shots in recent days for as much as \$90 a dose, more than 10 times the normal price."
3,Crude futures rally over \$53,Crude oil futures rallied back above \$53 late yesterday on speculation and panic sparked by an oil line explosion in Mexico.
3,"Finland, US ranked top economies","Northern Europe and key Asian countries remained home to the most competitive economies worldwide, cementing their ranks among the top 10 in an annual survey of business leaders by the World Economic Forum. Finland retained the top spot for the third time in the last four years, followed by the United States."
3,Yawkey Center building dedicated,"Officials dedicated the Yawkey Center for Outpatient Care, a 10-story, 400,000-square-foot addition to Massachusetts General Hospital that opened Tuesday with 1,200 patients being seen on the first day. The \$219 million glass and steel building on Cambridge Street, with underground parking for 725 cars, is the largest ambulatory care facility in New England. The project began more than two years ..."
3,"Ahold, executives settle fraud charges",Global grocery retailer Ahold NV has agreed to a settlement of civil fraud charges over an alleged \$1 billion overstatement of earnings in a deal with US regulators that does not fine the company.
3,Analysts say debt is Delta's top woe,"As Delta Air Lines Inc. struggles to turn itself around, much of the focus has been on its call for concessions from pilots. But some analysts say Delta's massive debt is a bigger challenge -- and one that's more difficult to resolve outside of bankruptcy."
3,SEC proposes tighter IPO regulations,Artificially boosting demand for initial public stock offerings and ramping up related commissions would be restricted under rules proposed yesterday by the US Securities and Exchange Commission.
1,Japan Fumes Over Whales as U.N. Meeting Winds Up, BANGKOK (Reuters) - Japan was fuming over the failure of  its bid to expand trade in whale products and Africa swapped  blows over ivory Thursday as a U.N. meeting on trade in wild  plants and animals wrapped up.
3,Merck: Successor pill safer than Vioxx ," #151; Merck   Co., the US drug maker that recalled its Vioxx painkiller because of a link to heart disease, said short-term studies show the company's planned successor pill, Arcoxia, is safer."
3,Officials defend safety of mall,"Natick Mall officials are standing by their safety record, despite a recent reported rape of a teenager there."
3,Waltham sex boutique aims to attract couples,"On a recent Wednesday night at the Lifestyles shop on Moody Street, owner Gary Stone gestured toward a couple in their 40s who were perusing the store's lengthy wall of sex toys. They were dressed smartly, as if they had just dined at one of Waltham's fancier downtown restaurants."
3,Lawsuits filed by wait staff over tips,"A former waiter has filed a class-action lawsuit against a prestigious West Newton country club, contending that his employer illegally withheld thousands of dollars in tips from him and other servers."
3,Town presses state for sewer funds,"Town officials are hoping the state can unearth \$1.4 million to help bring sewers to the Medway 495 Business Park. Otherwise, they say, some 250 area jobs may be lost -- not to mention thousands of dollars in annual tax revenue."
3,Lock-in rates for heating oil a gamble for local suppliers,"LAWRENCE -- The 6,000 letters offering to lock in prices for a season's worth of heating oil were mailed a couple of weeks ago to customers of Haffner's Service Station Inc. But even though the prices being charged are about a third higher than last year, the contracts are a crapshoot for Peggy Willett."
4,Child-porn strategy pressures Web firms,"Ontario is prepared to force Internet service providers to blow the whistle on child pornography sites, Attorney-General Michael Bryant announced yesterday."
