4,Running Extra Mile Sets Humans Apart in Primates' World,"The ability of early human ancestors to run long distances may have influenced the transition to today's body form, researchers report."
2,"Harris, Miami Upend No. 19 Florida 72-65 (AP)",AP - Anthony Harris scored 18 of his career-high 23 points in the second half to help Miami upset No. 19 Florida 72-65 Saturday and give first-year coach Frank Haith his biggest victory.
4,Evidence Hints at Earlier Humans in Americas,"Archaeologists in South Carolina announced radiocarbon dates suggesting that people made tools near the Savannah River about 50,000 years ago."
4,"Joseph Weiss, 80, Originator of Theory on Facing Trauma, Dies",Dr. Joseph Weiss was a psychoanalyst and researcher who helped develop an influential theory involving ways that patients confront psychological trauma.
1,"Aishwarya Rai to star in Hollywood blockbuster ""Taj Mahal"" (AFP)","AFP - Bollywood's Aishwarya Rai is set to star in a Hollywood blockbuster called ""Taj Mahal"", the famous monument to love built by Mughal emperor Shah Jahan."
4,Bridging the Gadget Gift Gap,The generational divide becomes apparent as families start to think about gift-giving holidays. Advice for shoppers of all ages.
3,Stocks overcome some gloomy news,Stocks rose modestly yesterday as investors looked past a mix of economic data and falling profit forecasts from Google and Applied Materials.
3,EMI sales slip on weak release schedule,"EMI has blamed a weak release schedule for a failure to exploit an improvement in the music sector, with sales falling by more than four times the industry average."
3,IRS on search for Nebraska residents,"Actually, Haskins isn #39;t alone. The Internal Revenue Service says it is looking for 329 Nebraskans who have more than \$174,000 in unclaimed federal tax refunds coming their way."
2,Tim Duncan Leads Spurs Past 76ers 88-80 (AP),"AP - The Philadelphia 76ers got a firsthand demonstration of why Tim Duncan might be the toughest player in the NBA to defend. Duncan scored a season-high 34 points and grabbed 13 rebounds to lead the Spurs to their fifth straight victory, 88-80 over the Philadelphia 76ers on Thursday night."
2,Sorenstam Leads ADT Championship by One (AP),"AP - Annika Sorenstam has nothing left to prove this year. She has won seven times, claimed another major and went over the  #36;2 million mark for the fourth consecutive season. But that doesn't mean she came to the ADT Championship to relax."
4,Gates and Ballmer the most spammed in the world,THE KING of Microsoft his Excellency Williams Gates and his silent voodoo doll Steve Ballmer are claiming to be the world #39;s most spammed men.
