3,Microsoft seeks pre-dividend shift in stock plan,"SEATTLE - For Microsoft Corp. shareholders, the holidays will likely come early this year in the form of a one-time \$3 dividend thats part of the companys plan to return some of its \$64."
3,Health-Care Worker To Jail For Identity Theft,"A health-care worker at the Seattle Cancer Care Alliance has been sentenced to serve 16 months in prison for stealing the identity of a cancer patient, and subsequently running up credit card bills in his name."
3,SK Corp. faces legal challenge,"SEOUL Sovereign Asset Management, the largest shareholder of SK Corp., said Sunday that it would take legal action after directors of South Korea #39;s biggest oil refiner refused a request for an extraordinary general meeting."
3,Menatep plans to sue Kremlin,"Yukos #39; core shareholder, Group Menatep, has taken the first step toward suing the Russian government, the Moscow Times reported this weekend."
3,Bush win not a cure-all for stocks,"The market may have been relieved over the resolution of the presidential race, but investors should be careful about rushing into sectors they think might do well in the second Bush administration: All may not be as it seems."
3,Enron barge jury deliberating sentencing factors,HOUSTON Deliberations will resume tomorrow for jurors who convicted five men of playing roles in pushing through Enron #39;s late 1999 sham sale of power barges to Merrill Lynch.
4,Next Space Race Under Way,"(CBS) If you thought that the drive, determination and spirit that carried the United States to the moon is gone, that  quot;The Right Stuff quot; is history, think again."
4,Tesco jumps on to digital downloading bandwagon,"TESCO, the UKs largest supermarket, is to go head to head with iTunes and Napster by launching digital music downloads on its website."
4,Sneaky spyware becomes scourge of Internet,"Spyware, an amorphous class of software that mostly gets onto computers without their users knowledge, has become epidemic in the past year as people spend more time online and spyware developers get more aggressive."
4,Nokia unveils three new camera phones,"The worlds largest mobile phone maker Nokia presented three new camera phones on Tuesday, including the 7710 media device, which it said would hit Asian stores in the last quarter of this year."
4,"Crunch, squelch or splash on Saturn #39;s moon Titan?","The prospect of the Huygens probe landing on a hard, soft or liquid surface when it lands on Titan next January still remain following further analysis of data taken during the Cassini mother ship #39;s closest encounter with Saturn #39;s largest moon during its "
2,Radcliffe redeemed with marathon win,THE sight of Paula Radcliffe crying at the side of the road as her dreams of marathon glory were shattered remains one of the lasting images of the Athens Olympics.
2,Mauresmo through to final as Sharapova withdraws,NEW YORK: Title holder and top seed Amelie Mauresmo received an easy passage into the final of the Advanta Championships in Philadelphia on Saturday when Maria Sharapova was forced out of the event with a sore shoulder.
2,Schalke wins club-record sixth in a row,"BERLIN -- Schalke pulled even on points with first-place Wolfsburg in the Bundesliga, rallying with two goals in the final 11 minutes to beat Hamburg 2-1 SV."
2,Jol wants full-time job at Tottenham,LONDON: Tottenham #39;s stand-in manager Martin Jol admitted he wants the job full-time after seeing his side lose 3-2 at home to Charlton on Saturday.
2,"Spears, Sucha advance to Bell Challenge final","QUEBEC (CP) - Slovakia #39;s Martina Sucha captured the \$170,000 US Bell Challenge women #39;s tennis tournament Sunday, defeating American Abigail Spears 7-5, 3-6, 6-2 in the final."
2,Steelers winning the old fashioned way -- they pound it,"PITTSBURGH -- When Pittsburgh coach Bill Cowher looked for an offensive coordinator in January he didn #39;t start by asking candidates what they thought about Tommy Maddox, Hines Ward or Plaxico Burress."
2,San Diego Chargers,"SAN DIEGO (Ticker) -- Even with the highest scoring offense and the third highest-rated quarterback, Marty Schottenheimer wasn #39;t afraid to reach into his bag of tricks."
2,Jets QB Pennington pulled after bruising right shoulder,Jets quarterback Chad Pennington bruised his right shoulder Sunday and missed most of the fourth quarter in New York #39;s 22-17 loss to Buffalo.
2,Designers unveil plan for Olympic park,"London 2012 has revealed a glimpse of its ambitious plans for the next-but-one summer Olympics. The spectacular main stadium, designed by Spanish architect Alejandro Zaero-Pollo of the practice Foreign Office "
2,La Liga Sunday Wrap: Real Go Second As Ches Crash Again,"After leaders Barcelona equalled their best ever start to a season, coming from behind on Saturday night to make it 26 points out of a possible 30 with a 2-1 win over Deportivo, arch-rivals Real Madrid moved up to second in La Liga with a 2-0 victory at "
1,Israel ensures security during the funeral of the Palestinian &lt;b&gt;...&lt;/b&gt;,"Israel will allow Yasser Arafat to be buried in the Gaza Strip, the territory occupied by Israeli troops, if the Palestinian President dies."
1,Train crash may have been due to motorist #39;s suicide bid,Police investigating the Berkshire rail disaster believe the motorist involved may have driven on to the track to commit suicide. Police sources said the man #39;s car looked as if it had been deliberately parked 
1,Agreement close on atom deal with Iran,"Iran appeared yesterday to have reached a tentative deal with Britain, France and Germany that would avert the threat of United Nations sanctions over its nuclear programme."
1,Russia #39;s holiday soup,"MOSCOW: Russia celebrated a holiday on Sunday that under the Julian calendar was in October, that commemorates the beginnings of a state that no longer exists."
1,Thaksin vows  #39;iron fist #39; against rebels in south,BANGKOK Prime Minister Thaksin Shinawatra headed to a Muslim-dominated part of southern Thailand on Sunday after promising to act aggressively against militants and illegal weapons they have used in deadly attacks there.
1,Protester killed in anti-nuclear demonstration,"AVRICOURT, FRANCE - An anti-nuclear protester was killed in France Sunday when his leg was cut off by a train carrying radioactive waste to Germany."
1,Saudi call for jihad,"A group of Saudi religious scholars have signed an open letter urging Iraqis to support jihad against US-led forces.  quot;Fighting the occupiers is a duty for all those who are able, quot; they said in a statement posted on the internet at the weekend."
2,"Meyer just says no to Notre Dame, will coach at Florida","Names Coaching Notre Dame is still Urban Meyer's dream job. It just isn't the one he's taking. Meyer said yesterday the professional and financial opportunity presented to him by Florida was too good to pass up. And by the time Notre Dame called, Meyer already knew he was heading for The Swamp, not the Golden Dome. Florida athletic director Jeremy ..."
4,Nearly Half European Birds Species at Risk -Report (Reuters),"Reuters - Over 40 percent of all bird species\in Europe face an uncertain future and some are so threatened\that they may disappear soon due to intensive agriculture and\climate change, scientists said on Monday."
3,Manmohan welcomes EU proposal for strategic partnership,"NEW DELHI, NOV 7: India has welcomed the European Unions proposal for a strategic partnership, to be finalised at the fifth Indo-EU summit at the Hague."
3,Australia #39;s Stockland Plans Statement About GPT,SYDNEY (Dow Jones)--Australian property investor Stockland Group (SGP.AU) said Monday it sought a trading halt on its securities pending the release of a statement  quot;about a proposal involving General Property Trust quot; (GTP).
3,Crude may fall as output spurs supply,"Crude oil futures may fall on speculation that rising production and slowing demand growth will boost inventories, a Bloomberg survey showed."
3,Plane skids off runway at Kota Kinabalu airport,KOTA KINABALU: An AirAsia plane with 110 passengers skidded off the runway at the international airport here but all on board escaped without any serious injuries.
3,Convictions In Enron Scandal,"The polls are closed and results are starting to come in - finally. At times it seems as if the Enron scandal has been with us forever, lingering just "
2,"Patriots Defeat Rams, 40-22 (AP)","AP - Adam Vinatieri beat the St. Louis Rams with his leg in the 2002 Super Bowl. This time, he used his leg and his arm."
4,Give the e-mail spammer a life-time of internet pop-up messages,"This may be a calumny on Leesburg, Virginia, but somehow it doesn #39;t sound like the sort of place we would associate with a liberal judiciary."
2,"Chargers Trounce Saints, 43-17 (AP)","AP - Drew Brees and Antonio Gates are making it look too easy. Brees, the quarterback the front office didn't want coming into this season, threw four more touchdown passes  #151; three to tight end Gates  #151; and the San Diego Chargers beat the punchless New Orleans Saints 43-17 on Sunday."
2,Not so fast for US skiers,"BEAVER CREEK, Colo. -- Following a historic day for the US Ski Team Friday, the 1-2 punch of Bode Miller and Daron Rahlves got KO'd on the tricky giant slalom course yesterday."
2,Tszyu looks for next fight,World Boxing Association super lightweight champion Vivian Harris says he is interested in fighting International Boxing Federation (IBF) champion Kostya Tszyu.
2,"Steelers, Bettis overwhelm undefeated Eagles","PITTSBURGH 27, PHILADELPHIA 3 -- PITTSBURGH (Ticker) -- The Pittsburgh Steelers celebrated the 25th anniversary of their Super Bowl XIV title team."
2,Seattle vs. San Francisco,"SAN FRANCISCO (Ticker) -- Jerry Rice became the NFL #39;s most prolific wide receiver while he was with the San Francisco 49ers. On Sunday, the 42-year-old Rice makes his return to San Francisco as a member of the Seattle Seahawks."
1,Netherlands Reports Anti-Muslim Incidents (AP),"AP - Arsonists and vandals angered over the alleged Muslim-inspired slaying of a controversial Dutch filmmaker have conducted a series of attacks on Islamic targets, including attempts to burn down two mosques, Dutch media reported Sunday."
1,Kazakhstan Coal Mine Blast Kills 23," ALMATY (Reuters) - A powerful blast ripped through a coal  mine in Kazakhstan on Sunday, killing 23 people, a spokesman  for the Central Asian state's emergencies agency said."
2,Goosen Tops Woods,Retief Goosen fires a 6-under 64 in the final round of the Tour Championship to overtake Tiger Woods's even-par round and win by four strokes.
4,Texas Instruments Chip Brings TV to Cellphones (Reuters),"Reuters - When Texas Instruments\needed a code name for its newest chip, the company settled on\Hollywood. That's a clear indication of TI's goal for its\latest development, the wireless industry's first single-chip\digital television for mobile devices."
2,"Bears Defeat Giants, 28-21 (AP)",AP - The Chicago Bears stole the New York Giants' early-season formula for success  #151; again and again and ...
1,China to Keep to Stable Yuan Policy-Paper (Reuters),"Reuters - China will maintain a stable monetary\and yuan policy as it tries to keep inflation in check, state\media cited a central banker as saying, amid resurgent\speculation Beijing may tinker with the rigidly held currency."
3,Dollar Retests Record Lows Vs Euro, TOKYO (Reuters) - The dollar retested record lows against  the euro on Monday as traders continued to shun the U.S.  currency on concerns about bloated deficits in the United  States.
3,China to Keep to Stable Yuan Policy-Paper," SHANGHAI (Reuters) - China will maintain a stable monetary  and yuan policy as it tries to keep inflation in check, state  media cited a central banker as saying, amid resurgent  speculation Beijing may tinker with the rigidly held currency."
